customer_id,signup_date,churn_date,segment,state,age,income_band
160,2021-10-07,,Standard,NC,65,High
161,2023-06-03,,Gold,IL,70,High
162,2021-07-17,,Gold,GA,67,Medium
163,2023-09-09,2024-11-11,Standard,AZ,47,Low
164,2023-01-22,2024-02-16,Gold,NY,27,Medium
165,2021-05-24,,Standard,GA,47,Low
166,2022-09-01,,Standard,NC,39,High
167,2021-07-06,,Gold,NY,37,Medium
168,2022-04-09,,Gold,NC,61,Low
169,2022-10-22,,Standard,AZ,31,High
170,2023-02-03,,Standard,CA,25,Medium
171,2023-08-13,,Standard,FL,22,High
172,2022-02-07,,Standard,FL,67,High
173,2021-05-27,,Standard,WA,32,Low
174,2023-05-14,2024-12-03,Platinum,TX,62,Low
175,2022-05-04,2024-01-27,Gold,MA,62,Medium
176,2023-07-18,,Gold,IL,72,High
177,2022-07-05,2024-04-11,Standard,NC,31,High
178,2021-12-04,,Gold,WA,30,Medium
179,2023-05-22,,Standard,WA,48,Low
180,2022-10-03,,Standard,WA,27,Low
181,2022-04-18,,Standard,NC,34,Medium
182,2021-05-31,,Gold,AZ,33,Medium
183,2021-09-20,,Platinum,NC,25,Medium
184,2021-05-24,,Standard,FL,71,Medium
185,2021-12-12,,Standard,NC,62,Medium
186,2022-09-16,,Standard,AZ,28,High
187,2023-10-14,,Gold,GA,70,Medium
188,2023-05-31,,Standard,FL,21,Low
189,2021-01-02,,Standard,CA,25,Medium
190,2023-06-16,,Gold,NY,31,High
191,2021-09-11,,Standard,CA,72,Medium
192,2022-03-29,,Standard,MA,63,Low
193,2023-11-27,,Standard,CA,68,Low
194,2023-10-12,,Gold,FL,30,Low
195,2021-01-09,,Standard,CA,35,Low
196,2023-03-27,,Platinum,TX,59,Medium
197,2021-07-27,,Gold,CA,67,Low
198,2022-02-08,,Standard,IL,49,Medium
199,2021-06-01,,Standard,MA,45,Low
200,2021-02-23,,Standard,NY,68,Low
201,2022-09-20,2023-09-09,Standard,AZ,26,Medium
202,2022-08-10,,Platinum,IL,31,Medium
203,2021-04-14,,Gold,IL,37,Low
204,2021-09-11,,Standard,IL,35,High
205,2022-05-25,,Standard,AZ,36,Low
206,2021-04-09,,Standard,TX,22,Medium
207,2021-06-02,,Standard,TX,56,Medium
208,2023-07-03,2025-03-25,Standard,AZ,39,High
209,2023-05-28,,Standard,GA,58,Medium
210,2021-12-04,,Platinum,NC,70,Medium
211,2023-04-02,2025-02-15,Standard,NC,41,Medium
212,2023-08-15,2024-04-26,Standard,TX,31,Medium
213,2021-06-10,,Gold,FL,61,Medium
214,2023-03-12,,Standard,AZ,23,Low
215,2022-02-02,2023-03-14,Standard,TX,54,High
216,2023-03-27,,Standard,FL,38,Low
217,2022-02-05,,Standard,NC,35,High
218,2022-10-02,,Platinum,CA,45,Medium
219,2023-11-23,,Platinum,TX,74,High
220,2022-11-19,,Platinum,MA,70,Medium
221,2022-04-05,,Gold,CA,71,Low
222,2023-08-13,,Standard,CA,35,Low
223,2022-04-15,,Platinum,TX,50,High
224,2023-11-12,2024-02-10,Platinum,FL,37,Medium
225,2023-01-20,,Standard,MA,38,Medium
226,2021-02-07,2023-06-07,Standard,FL,51,Low
227,2021-08-18,2022-08-03,Standard,IL,70,High
228,2022-07-17,2022-12-16,Standard,FL,63,Low
229,2022-03-14,2023-10-07,Standard,FL,38,Low
230,2021-01-27,,Platinum,GA,55,High
231,2021-08-14,2023-09-18,Platinum,WA,33,High
232,2023-03-09,,Standard,NY,34,Low
233,2021-10-11,,Standard,WA,56,High
234,2023-05-29,,Gold,MA,38,Low
235,2023-08-18,2024-10-01,Gold,MA,25,Low
236,2022-03-29,,Standard,AZ,34,High
237,2023-10-17,,Gold,FL,45,Medium
238,2023-03-27,,Gold,CA,64,Low
239,2022-10-21,,Platinum,WA,59,Low
240,2022-07-01,,Standard,AZ,32,Low
241,2023-12-09,,Standard,IL,60,Medium
242,2021-01-17,,Platinum,NY,73,High
243,2021-06-07,,Standard,FL,73,Low
244,2022-04-22,2023-02-06,Gold,AZ,48,High
245,2023-12-06,,Standard,WA,55,Low
246,2022-06-02,2023-04-09,Standard,IL,74,Medium
247,2021-04-09,,Standard,GA,21,Low
248,2023-11-27,,Standard,NC,23,Medium
249,2021-10-07,,Platinum,NY,63,Low
250,2022-05-12,,Standard,MA,70,High
251,2021-10-29,,Gold,GA,27,Low
252,2021-06-30,,Gold,FL,29,Medium
253,2022-08-30,,Standard,NC,56,High
254,2022-12-01,,Gold,NC,43,Medium
255,2023-09-20,2024-05-18,Standard,NY,44,Low
256,2021-07-10,,Gold,CA,30,Medium
257,2021-09-10,,Standard,GA,70,High
258,2023-09-08,2025-09-10,Standard,CA,68,Medium
259,2023-07-17,,Standard,TX,32,Low
260,2021-05-08,2023-04-23,Gold,GA,39,Medium
261,2021-01-18,,Platinum,IL,52,High
262,2022-07-20,,Standard,FL,44,Low
263,2022-07-24,,Standard,GA,42,Medium
264,2022-11-17,2024-05-21,Standard,GA,23,Medium
265,2022-09-18,2023-07-21,Gold,TX,60,Low
266,2023-05-04,2024-02-13,Standard,NY,47,Medium
267,2023-08-20,,Gold,NY,39,High
268,2021-06-04,,Standard,IL,29,Low
269,2022-05-05,,Standard,NY,71,Medium
270,2023-02-24,,Gold,NC,69,High
271,2021-09-03,,Gold,WA,33,Low
272,2023-11-29,,Gold,TX,22,Low
273,2023-01-29,,Standard,WA,56,High
274,2022-06-22,,Gold,WA,49,Medium
275,2023-07-10,,Standard,TX,31,Low
276,2022-02-12,2024-07-13,Platinum,WA,54,Low
277,2022-06-09,2023-03-27,Standard,WA,24,Medium
278,2023-04-08,,Standard,WA,24,Medium
279,2023-06-22,2025-06-27,Standard,IL,72,Medium
280,2021-02-05,,Standard,MA,21,High
281,2022-11-16,,Standard,IL,45,Medium
282,2021-01-20,,Gold,CA,46,High
283,2021-11-17,,Gold,GA,31,Medium
284,2022-05-27,2023-04-15,Platinum,NY,43,Low
285,2022-02-04,,Standard,TX,22,Medium
286,2022-10-16,,Standard,NC,39,Medium
287,2023-08-30,,Gold,WA,49,Low
288,2022-04-16,,Standard,AZ,60,Low
289,2023-04-14,,Standard,TX,72,Medium
290,2022-12-28,,Gold,FL,24,Medium
291,2023-05-04,,Standard,TX,36,High
292,2021-02-20,2021-10-08,Standard,GA,67,High
293,2022-07-29,,Gold,NC,57,Low
294,2021-05-30,,Standard,TX,47,Medium
295,2021-11-10,,Gold,NC,25,Low
296,2022-07-24,,Standard,TX,35,Low
297,2021-11-01,,Gold,IL,43,Low
298,2022-11-13,,Standard,IL,69,Medium
299,2023-04-18,,Gold,MA,23,Low
300,2023-12-14,2026-02-18,Standard,CA,38,Medium
301,2023-09-30,,Gold,TX,63,Low
302,2022-03-20,2023-10-28,Standard,WA,46,Medium
303,2022-09-05,2024-06-10,Standard,TX,26,High
304,2023-09-20,,Gold,FL,64,High
305,2021-09-21,,Standard,NC,74,Medium
306,2023-12-13,,Standard,WA,37,Medium
307,2023-10-01,2024-02-24,Standard,MA,66,Medium
308,2021-01-05,,Standard,NC,58,Medium
309,2023-02-13,,Standard,IL,62,Medium
310,2023-05-27,,Standard,AZ,68,Low
311,2023-09-19,,Standard,WA,70,Medium
312,2023-06-03,,Gold,IL,47,Medium
313,2021-02-16,,Standard,FL,40,Medium
314,2023-05-17,,Standard,WA,26,Medium
315,2023-04-03,2024-11-16,Platinum,WA,71,Medium
316,2023-07-25,,Gold,WA,55,Medium
317,2022-10-18,,Standard,CA,32,Low
318,2021-09-26,,Standard,WA,68,Low
319,2022-01-05,2022-08-24,Platinum,CA,23,Medium
320,2022-09-28,,Standard,IL,68,Low
321,2022-10-19,,Standard,MA,24,Low
322,2021-04-30,,Standard,CA,72,High
323,2023-04-11,2025-06-30,Gold,CA,65,Medium
324,2023-12-18,,Standard,WA,24,High
325,2023-01-11,,Gold,MA,24,High
326,2021-04-27,,Gold,WA,59,High
327,2023-03-02,2025-01-03,Standard,IL,41,Low
328,2023-10-10,,Gold,WA,64,Low
329,2023-12-18,,Standard,NY,22,Low
330,2022-09-26,2024-12-29,Standard,GA,36,Low
331,2022-05-28,2024-02-15,Standard,IL,27,Medium
332,2023-03-13,,Standard,TX,39,Medium
333,2022-07-14,2024-07-12,Standard,NC,63,High
334,2022-05-03,2022-11-14,Standard,NC,53,High
335,2023-06-16,,Standard,MA,29,Medium
336,2022-12-05,,Standard,NY,57,Medium
337,2022-08-04,2023-04-15,Standard,CA,37,Low
338,2023-03-01,,Gold,NY,47,Medium
339,2023-05-11,2024-03-10,Standard,GA,53,High
340,2021-09-04,2022-02-11,Gold,IL,69,Low
341,2021-06-03,2023-08-17,Standard,MA,32,Medium
342,2023-09-24,,Standard,NY,65,High
343,2022-11-28,2024-12-21,Standard,FL,31,Low
344,2023-12-29,2025-10-27,Standard,CA,33,High
345,2023-12-07,,Standard,NY,51,Low
346,2023-10-06,,Standard,MA,33,High
347,2021-04-04,2021-09-30,Platinum,FL,58,Medium
348,2023-08-16,,Platinum,TX,46,Low
349,2023-10-09,2026-02-16,Standard,IL,51,Low
350,2022-03-29,,Gold,IL,42,Medium
351,2023-07-01,,Standard,TX,26,High
352,2021-08-06,,Standard,WA,40,Medium
353,2022-04-19,,Gold,NC,41,High
354,2022-03-08,,Standard,FL,30,High
355,2021-12-07,2022-10-20,Standard,CA,39,Low
356,2022-07-05,,Standard,NY,55,Medium
357,2021-12-23,2022-06-09,Standard,GA,46,Medium
358,2021-01-23,,Standard,NC,27,Medium
359,2022-06-06,,Standard,MA,57,Low
360,2023-03-13,,Standard,WA,28,Low
361,2023-02-01,,Standard,CA,25,Medium
362,2022-03-18,,Gold,GA,64,Low
363,2023-02-08,,Standard,GA,56,Medium
364,2023-10-13,2025-09-09,Gold,CA,71,High
365,2022-05-31,,Gold,WA,48,Low
366,2023-11-06,,Gold,MA,70,Medium
367,2023-03-03,,Gold,TX,23,Medium
368,2021-12-02,,Standard,NC,59,Low
369,2021-09-15,2022-11-27,Standard,AZ,28,Medium
370,2022-05-12,,Standard,AZ,35,Low
371,2023-06-15,,Platinum,WA,73,Low
372,2021-06-09,2022-05-10,Standard,GA,47,Low
373,2023-05-02,,Standard,NY,69,Medium
374,2022-11-21,,Standard,TX,71,Medium
375,2022-01-15,,Platinum,TX,56,Medium
376,2023-08-15,,Standard,WA,36,Low
377,2022-11-22,2023-11-18,Standard,MA,46,High
378,2023-12-03,,Standard,WA,65,High
379,2021-10-12,,Platinum,NY,64,Medium
380,2022-02-01,,Standard,IL,24,Low
381,2021-01-12,,Standard,AZ,32,Low
382,2022-05-14,2023-09-18,Gold,WA,37,High
383,2023-01-24,2025-02-20,Standard,TX,61,Low
384,2021-02-04,,Gold,MA,64,Low
385,2022-12-28,,Standard,AZ,46,Medium
386,2023-04-29,,Standard,FL,51,Medium
387,2021-03-31,2021-10-22,Gold,CA,35,Medium
388,2023-02-15,,Platinum,TX,72,Low
389,2022-08-28,,Standard,FL,54,Medium
390,2023-08-28,,Standard,MA,49,Medium
391,2023-10-19,2025-03-26,Gold,TX,29,Medium
392,2022-02-22,,Standard,WA,34,Low
393,2021-04-25,,Platinum,TX,56,Medium
394,2022-09-09,,Platinum,MA,24,Medium
395,2023-04-06,,Standard,TX,58,Medium
396,2022-02-17,,Platinum,NY,57,Medium
397,2022-12-30,,Standard,GA,44,Low
398,2023-10-18,,Gold,FL,37,Low
399,2023-01-31,2024-10-11,Standard,IL,33,Low
400,2022-11-07,,Gold,GA,40,Medium
401,2022-04-02,2023-09-15,Gold,MA,37,Medium
402,2023-07-09,,Gold,AZ,71,Medium
403,2021-07-11,,Platinum,NY,47,Low
404,2023-01-09,,Standard,FL,53,High
405,2023-09-05,,Standard,MA,41,Low
406,2023-10-06,2024-06-23,Gold,FL,37,Medium
407,2021-04-06,,Gold,TX,42,Low
408,2022-10-25,,Platinum,NC,45,Medium
409,2021-02-06,2021-05-22,Platinum,WA,23,Medium
410,2021-10-06,,Standard,GA,47,High
411,2021-08-05,2023-11-24,Standard,TX,47,Medium
412,2023-05-17,,Standard,CA,66,Low
413,2023-05-23,,Gold,AZ,32,Medium
414,2021-03-03,2021-07-26,Standard,CA,35,Medium
415,2022-08-19,,Gold,CA,58,High
416,2022-12-30,2024-11-09,Standard,NY,40,Low
417,2022-02-01,2022-08-12,Standard,IL,42,Medium
418,2022-11-30,2023-12-08,Standard,GA,22,Low
419,2023-11-09,,Standard,NC,24,Medium
420,2021-06-26,,Gold,TX,65,Low
421,2022-01-31,,Standard,CA,33,Medium
422,2022-03-21,2024-05-23,Standard,CA,52,Medium
423,2021-03-17,2022-11-13,Standard,AZ,42,Low
424,2021-09-22,,Gold,NC,45,Medium
425,2022-03-31,,Gold,NC,47,Medium
426,2022-12-19,,Standard,NC,37,Low
427,2023-01-05,2024-12-12,Gold,TX,26,Low
428,2023-05-01,,Standard,GA,63,Medium
429,2021-05-24,,Standard,GA,71,Medium
430,2023-06-04,,Gold,TX,36,Medium
431,2023-12-29,,Standard,NY,28,Medium
432,2022-01-31,2023-02-02,Gold,TX,53,High
433,2023-11-15,,Standard,WA,30,Low
434,2023-08-06,,Platinum,MA,54,Medium
435,2023-06-10,,Standard,WA,39,Medium
436,2022-07-23,,Standard,NY,34,High
437,2023-11-29,,Platinum,NY,23,Medium
438,2021-04-19,,Standard,TX,61,Medium
439,2023-12-02,2025-11-02,Standard,TX,43,Low
440,2023-07-24,,Standard,IL,60,High
441,2022-02-02,,Standard,AZ,31,Medium
442,2022-09-26,,Standard,WA,67,Medium
443,2023-01-03,,Standard,GA,26,Low
444,2021-08-23,2023-12-10,Gold,IL,54,High
445,2022-10-20,,Standard,NC,21,Medium
446,2023-01-21,,Gold,FL,55,Low
447,2022-08-11,2023-08-04,Standard,GA,45,Low
448,2023-10-30,,Standard,NC,49,Medium
449,2023-08-12,2024-12-13,Standard,IL,43,Low
450,2022-05-07,,Standard,CA,38,Medium
451,2023-07-02,,Standard,IL,34,High
452,2021-06-19,,Standard,IL,37,Medium
453,2023-08-04,,Standard,IL,22,High
454,2023-03-06,,Standard,TX,51,Medium
455,2022-09-26,,Standard,WA,39,Medium
456,2021-01-29,,Standard,IL,52,Medium
457,2021-12-05,,Gold,TX,74,Medium
458,2022-05-15,,Standard,NC,48,Medium
459,2022-05-26,2024-01-08,Standard,AZ,61,Medium
460,2021-08-05,,Standard,WA,28,High
461,2023-12-30,2024-06-22,Standard,NC,62,Medium
462,2022-03-21,,Standard,NY,61,High
463,2023-05-26,,Platinum,GA,60,Medium
464,2021-06-16,,Gold,FL,59,Medium
465,2021-04-01,,Gold,NY,42,Medium
466,2022-12-15,,Gold,MA,44,Medium
467,2021-02-08,,Standard,AZ,58,Low
468,2021-06-22,2022-08-05,Standard,MA,22,Medium
469,2022-10-15,2023-02-13,Gold,CA,61,High
470,2023-01-24,2024-03-24,Standard,CA,61,Low
471,2023-12-18,,Standard,IL,39,High
472,2022-04-21,2022-09-08,Gold,AZ,61,Low
473,2022-04-01,,Gold,NC,22,Medium
474,2023-04-09,,Standard,NY,48,Medium
475,2023-06-14,2023-11-29,Standard,AZ,52,Low
476,2023-10-22,,Gold,NY,39,Low
477,2022-01-22,,Gold,FL,36,Medium
478,2021-12-14,2024-02-09,Gold,NC,50,Low
479,2021-07-09,,Platinum,MA,42,Low
480,2022-05-20,,Standard,NY,34,Low
481,2023-04-04,,Standard,FL,72,Low
482,2023-07-18,,Standard,AZ,21,Low
483,2023-07-23,,Standard,FL,65,Medium
484,2021-05-14,,Platinum,GA,74,High
485,2021-02-27,2021-11-17,Platinum,FL,22,Low
486,2022-11-16,,Standard,FL,42,Low
487,2022-11-03,,Standard,IL,66,Medium
488,2021-06-22,2023-05-30,Standard,CA,53,Low
489,2023-03-26,,Gold,MA,35,Medium
490,2021-03-21,,Standard,GA,70,Low
491,2023-06-05,,Standard,GA,61,Low
492,2021-07-22,,Standard,CA,42,Low
493,2023-02-03,,Standard,WA,60,Low
494,2021-02-16,,Platinum,NY,59,Medium
495,2022-10-18,,Standard,FL,61,Low
496,2022-04-16,,Standard,AZ,61,High
497,2023-08-29,,Standard,FL,31,Medium
498,2023-11-02,,Standard,AZ,24,High
499,2023-01-06,,Gold,FL,27,Low
500,2023-02-23,,Standard,GA,41,Low
501,2023-08-26,,Standard,WA,27,Medium
502,2021-12-24,,Gold,CA,24,Low
503,2023-08-30,2025-04-11,Standard,NC,32,High
504,2022-10-30,,Gold,TX,47,Medium
505,2022-01-08,,Standard,MA,37,Medium
506,2023-10-29,2025-08-23,Standard,NC,40,Low
507,2022-11-07,,Gold,MA,51,Medium
508,2021-03-31,,Gold,NY,46,Medium
509,2022-11-29,,Standard,CA,51,Medium
510,2022-06-24,2022-12-06,Standard,AZ,55,Low
511,2023-01-02,,Standard,NC,29,High
512,2023-05-19,,Standard,NC,25,High
513,2021-02-10,2022-03-22,Standard,MA,72,High
514,2023-01-10,,Gold,NC,68,Medium
515,2022-05-17,,Standard,AZ,28,Medium
516,2023-08-17,2024-11-21,Standard,CA,41,Low
517,2023-07-18,,Standard,NY,36,High
518,2022-04-06,,Standard,TX,71,High
519,2023-01-02,,Gold,CA,36,Low
520,2023-01-22,2023-07-11,Standard,IL,38,Medium
521,2023-07-14,2025-07-12,Standard,NY,67,High
522,2023-06-28,2025-08-20,Platinum,NC,48,Low
523,2022-01-25,,Standard,AZ,38,Low
524,2023-06-02,,Standard,WA,34,High
525,2021-09-13,2024-01-05,Standard,NC,68,High
526,2022-12-10,2025-02-03,Platinum,GA,57,High
527,2022-03-26,,Platinum,GA,60,Low
528,2021-01-10,,Standard,WA,36,Low
529,2023-04-04,,Standard,TX,41,Medium
530,2023-03-09,,Platinum,GA,21,Medium
531,2023-05-27,,Standard,TX,31,Low
532,2023-10-26,2026-01-24,Standard,NY,31,High
533,2023-10-13,,Gold,WA,22,High
534,2022-01-09,,Standard,TX,52,Low
535,2023-12-25,,Standard,IL,74,Low
536,2021-05-26,,Gold,TX,39,Low
537,2021-08-12,2022-01-19,Standard,FL,25,Medium
538,2021-06-26,2023-07-21,Standard,NY,23,Low
539,2023-05-03,,Standard,IL,48,Medium
540,2021-03-04,2023-06-28,Standard,WA,46,Medium
541,2023-04-07,2025-04-17,Standard,MA,43,High
542,2023-03-06,2023-08-13,Standard,NC,50,Low
543,2022-11-20,2023-04-04,Gold,AZ,28,Medium
544,2021-04-15,,Gold,GA,56,Medium
545,2022-05-26,2022-10-09,Standard,FL,49,Medium
546,2022-01-20,,Gold,FL,33,High
547,2022-02-09,,Gold,MA,45,Medium
548,2023-04-03,,Gold,NC,42,High
549,2022-06-02,2024-04-12,Standard,NC,66,Low
550,2022-04-21,,Gold,GA,53,Medium
551,2022-12-10,2024-05-04,Standard,TX,57,Medium
552,2023-02-10,,Standard,WA,73,High
553,2023-11-13,,Standard,NC,27,Low
554,2023-09-24,,Gold,NC,43,Low
555,2022-11-08,,Standard,AZ,26,Medium
556,2022-12-15,,Standard,IL,35,Low
557,2021-03-24,,Gold,IL,35,Medium
558,2022-04-02,,Gold,AZ,60,High
559,2021-01-01,,Gold,CA,54,High
560,2021-02-20,,Standard,WA,34,Low
561,2022-11-16,,Standard,NC,49,Low
562,2022-12-18,,Gold,GA,36,Medium
563,2022-03-25,,Standard,WA,49,Medium
564,2023-05-31,,Gold,MA,43,Medium
565,2022-05-03,,Standard,FL,30,Medium
566,2021-02-03,2021-09-29,Platinum,NC,67,Medium
567,2021-04-05,,Standard,CA,24,Low
568,2024-01-01,2024-08-07,Standard,GA,32,Medium
569,2021-06-03,,Gold,WA,62,Low
570,2021-09-07,2023-03-06,Standard,NY,54,Low
571,2022-11-05,2024-11-02,Standard,FL,24,Medium
572,2022-03-14,,Gold,NC,40,Medium
573,2021-04-28,,Standard,WA,48,Medium
574,2023-02-10,2025-01-30,Standard,WA,48,Medium
575,2021-09-25,,Standard,GA,26,Low
