payment_id,customer_id,payment_date,payment_amount,payment_type
153,4987,2024-04-01,1911.12,Full
154,926,2024-01-09,1605.04,Partial
155,3644,2023-09-29,702.37,Full
156,4942,2023-10-19,1114.52,Minimum
157,67,2022-10-26,966.95,Full
158,3078,2022-08-02,366.31,Minimum
159,746,2024-05-06,1575.03,Minimum
160,2335,2022-08-05,1631.62,Partial
161,2108,2022-07-14,402.04,Full
162,2556,2022-05-01,1459.31,Full
163,1750,2022-11-10,1004.81,Minimum
164,4417,2023-05-27,334.58,Minimum
165,4751,2022-12-19,1493.54,Full
166,3882,2022-12-19,529.8,Partial
167,3803,2023-10-09,1584.93,Minimum
168,2125,2022-12-14,1966.61,Partial
169,1099,2024-10-19,615.22,Full
170,4155,2022-04-05,680.09,Full
171,2841,2023-01-12,1140.2,Partial
172,1784,2022-03-03,1785.57,Full
173,4103,2024-05-26,1800.34,Partial
174,4160,2023-01-19,883.95,Full
175,3426,2022-08-11,782.29,Full
176,1742,2022-12-17,449.0,Full
177,4628,2022-05-29,1576.81,Partial
178,1280,2022-08-17,1500.08,Full
179,1341,2022-02-14,302.42,Minimum
180,3997,2022-10-05,1064.3,Partial
181,1076,2024-12-02,510.69,Full
182,2976,2022-11-04,1424.77,Full
183,2237,2023-08-24,847.85,Minimum
184,3245,2022-12-19,200.96,Minimum
185,4709,2022-08-05,934.29,Partial
186,1247,2023-12-02,973.04,Partial
187,4197,2022-11-03,788.7,Full
188,3161,2022-08-04,1781.33,Partial
189,1210,2022-06-01,354.92,Full
190,2330,2024-06-30,601.75,Minimum
191,273,2024-06-28,806.81,Full
192,2771,2022-04-07,1289.21,Full
193,2140,2022-07-31,792.98,Full
194,2174,2023-03-03,1635.8,Full
195,3302,2024-07-22,1920.64,Full
196,2334,2023-10-13,1461.19,Full
197,1522,2023-02-06,44.67,Full
198,654,2022-09-18,1982.64,Minimum
199,2346,2023-05-17,1541.81,Minimum
200,3357,2023-08-08,1522.92,Partial
201,354,2022-05-15,1001.96,Partial
202,3583,2024-04-09,50.34,Minimum
203,4231,2023-05-16,1027.87,Minimum
204,1973,2024-05-05,384.85,Partial
205,3279,2023-03-10,1354.79,Partial
206,264,2023-03-20,54.83,Minimum
207,1720,2022-11-15,907.46,Partial
208,17,2023-05-17,1665.49,Full
209,4344,2023-08-01,1958.9,Minimum
210,4364,2022-03-11,1960.05,Partial
211,4151,2022-11-22,1853.99,Minimum
212,90,2022-11-07,922.99,Full
213,3198,2023-03-19,1243.67,Full
214,4605,2022-04-08,113.87,Minimum
215,1411,2023-01-22,993.82,Full
216,4887,2024-09-24,1621.94,Partial
217,1321,2022-11-26,206.96,Full
218,3735,2024-05-30,709.61,Full
219,660,2022-08-04,1030.03,Full
220,1396,2023-10-17,1108.34,Full
221,3926,2024-09-04,1024.7,Full
222,4435,2023-06-15,1215.66,Minimum
223,99,2024-04-14,1608.11,Minimum
224,2774,2024-01-03,1744.53,Partial
225,1899,2022-03-11,543.76,Partial
226,4618,2022-03-01,1303.3,Partial
227,1866,2024-03-08,1430.19,Partial
228,3788,2023-08-30,544.1,Full
229,1024,2023-08-01,945.88,Full
230,1911,2024-02-10,849.46,Full
231,2904,2024-04-10,652.49,Full
232,2781,2022-08-16,1298.63,Minimum
233,4449,2023-06-24,402.71,Full
234,25,2022-03-03,1130.45,Minimum
235,1562,2022-06-17,997.7,Partial
236,4703,2022-01-18,562.24,Minimum
237,2934,2022-05-07,298.2,Partial
238,247,2023-01-28,1436.43,Partial
239,4484,2024-06-13,1227.06,Full
240,2066,2024-02-25,543.37,Minimum
241,4082,2022-08-24,116.53,Partial
242,890,2022-02-28,1747.87,Full
243,886,2024-07-10,1459.61,Partial
244,3920,2024-03-06,1515.43,Partial
245,1684,2022-01-02,1765.19,Partial
246,8,2023-04-17,543.18,Full
247,3350,2022-10-08,1274.18,Minimum
248,2121,2023-08-07,1826.34,Full
249,4038,2022-07-01,1225.97,Partial
250,1843,2023-09-23,253.32,Full
251,366,2024-07-15,1773.33,Full
252,2187,2023-08-20,836.25,Minimum
253,4974,2023-01-02,676.22,Minimum
254,4671,2023-09-02,635.28,Minimum
255,2620,2023-05-13,1129.32,Minimum
256,3599,2023-06-13,1367.94,Minimum
257,280,2023-09-28,502.63,Partial
258,3786,2023-10-14,1321.72,Minimum
259,2946,2022-01-21,1255.0,Partial
260,3091,2023-04-29,1549.59,Full
261,450,2023-02-18,148.16,Partial
262,4383,2024-07-31,1756.44,Full
263,3354,2022-05-02,1330.35,Minimum
264,2285,2022-12-03,1750.94,Minimum
265,3807,2023-09-07,22.84,Partial
266,2531,2024-05-17,90.35,Partial
267,1564,2022-01-29,1085.9,Minimum
268,3852,2023-09-28,1089.85,Partial
269,1229,2022-10-10,1189.96,Partial
270,1931,2023-05-31,1157.53,Minimum
271,467,2024-11-02,632.22,Partial
272,825,2024-10-03,226.66,Minimum
273,4322,2023-10-19,1848.06,Full
274,4530,2023-07-19,1590.21,Minimum
275,4614,2023-11-22,1223.65,Full
276,4727,2022-12-30,1060.4,Partial
277,20,2024-11-26,812.46,Minimum
278,56,2022-07-01,624.76,Partial
279,1678,2024-02-05,329.1,Partial
280,4473,2023-11-16,1129.04,Partial
281,1150,2024-02-08,1390.95,Full
282,4568,2022-02-24,1269.74,Full
283,1309,2022-02-14,21.02,Partial
284,4889,2022-08-01,121.72,Full
285,2569,2024-06-18,1557.22,Minimum
286,3863,2022-03-12,1124.64,Partial
287,3499,2023-11-20,1362.46,Full
288,3997,2023-09-02,1345.21,Full
289,1870,2023-01-06,1549.33,Full
290,1114,2024-01-16,483.82,Partial
291,276,2023-03-23,758.8,Full
292,121,2024-11-24,1748.15,Full
293,3560,2023-01-17,845.24,Minimum
294,4876,2023-11-11,1068.13,Minimum
295,2895,2022-07-07,1849.01,Partial
296,2102,2023-10-16,1046.96,Partial
297,3254,2024-06-14,989.43,Full
298,29,2022-08-17,335.13,Full
299,4790,2022-10-22,889.97,Partial
300,2984,2023-05-02,1725.57,Partial
301,1248,2023-02-21,358.26,Full
302,2381,2024-10-24,635.86,Full
303,2300,2023-01-08,1804.0,Minimum
304,5000,2024-08-14,1931.94,Full
305,1183,2024-10-26,888.92,Minimum
306,4048,2023-08-24,42.45,Full
307,3421,2022-08-15,1842.95,Full
308,4765,2022-04-30,335.12,Full
309,3845,2024-02-29,1244.82,Partial
310,1200,2023-12-22,1034.13,Minimum
311,1115,2023-04-12,128.71,Minimum
312,119,2022-04-20,947.32,Minimum
313,4986,2022-03-10,779.98,Partial
314,509,2023-08-09,1471.05,Partial
315,1201,2023-07-13,1770.43,Minimum
316,2351,2023-11-04,273.41,Full
317,742,2022-09-25,583.31,Minimum
318,4458,2022-02-11,765.28,Minimum
319,4747,2023-12-20,807.78,Full
320,4778,2022-07-26,934.87,Partial
321,4807,2023-06-27,464.84,Minimum
322,3354,2022-05-19,876.9,Minimum
323,1092,2024-08-12,776.17,Full
324,3814,2023-06-01,323.33,Partial
325,1187,2024-04-23,57.31,Full
326,3976,2023-09-11,1299.68,Full
327,3093,2024-10-26,401.18,Partial
328,3389,2022-09-27,1242.72,Full
329,572,2023-11-25,230.43,Full
330,2617,2024-03-28,336.98,Minimum
331,4618,2023-07-05,1890.8,Partial
332,2795,2022-12-12,1741.84,Partial
333,2403,2022-09-19,1033.54,Full
334,964,2024-06-09,699.61,Minimum
335,4940,2024-12-01,1382.89,Minimum
336,1454,2023-11-22,1609.31,Minimum
337,4687,2024-02-14,1517.63,Full
338,1881,2023-01-12,1362.83,Full
339,2746,2023-03-15,116.12,Full
340,1639,2023-10-23,1554.13,Full
341,1205,2024-12-06,1604.69,Partial
342,208,2022-07-28,230.9,Partial
343,3627,2024-10-11,322.99,Partial
344,3275,2023-12-15,618.27,Minimum
345,2540,2022-07-16,335.18,Full
346,3959,2024-12-20,338.33,Partial
347,1799,2024-09-14,580.46,Minimum
348,2962,2022-04-08,1166.36,Minimum
349,670,2023-09-16,1296.07,Partial
350,3871,2024-07-21,619.25,Full
351,4636,2024-02-29,1820.06,Partial
352,839,2023-01-20,1575.19,Partial
353,3399,2023-12-12,1019.46,Full
354,2357,2024-10-26,461.27,Minimum
355,3377,2024-01-19,1245.08,Minimum
356,306,2023-10-26,92.05,Minimum
357,3069,2022-01-26,359.79,Partial
358,4702,2022-09-07,889.29,Partial
359,3481,2022-10-07,1621.32,Minimum
360,1965,2022-07-27,920.52,Full
361,3409,2023-11-11,498.55,Minimum
362,429,2023-06-30,536.17,Partial
363,3964,2024-11-17,743.53,Minimum
364,1568,2022-07-30,1186.34,Full
365,2854,2023-05-23,143.86,Minimum
366,540,2023-12-03,1058.02,Full
367,3675,2024-11-15,657.28,Full
368,1960,2024-02-07,1651.36,Minimum
369,3596,2024-04-01,582.5,Partial
370,1280,2022-04-28,519.67,Full
371,2212,2023-01-25,1139.55,Partial
372,937,2023-05-21,1545.95,Partial
373,3101,2023-01-13,943.88,Minimum
374,2800,2023-03-07,1506.34,Minimum
375,4930,2022-12-22,457.15,Full
376,3367,2024-10-26,1099.05,Minimum
377,4668,2022-04-04,1915.03,Minimum
378,4994,2023-03-12,1571.26,Full
379,2823,2022-10-27,546.85,Minimum
380,2184,2022-12-23,1933.63,Partial
381,339,2022-05-23,1721.47,Full
382,254,2022-07-30,326.81,Full
383,2001,2023-06-25,1191.25,Minimum
384,150,2024-09-14,1462.15,Full
385,3768,2023-07-27,615.32,Minimum
386,3744,2022-09-30,430.38,Full
387,75,2022-05-24,970.49,Partial
388,2177,2024-10-21,334.65,Minimum
389,1465,2023-04-06,1668.77,Minimum
390,4610,2023-08-15,1310.96,Minimum
391,4232,2023-05-18,203.55,Minimum
392,3149,2024-09-13,20.62,Minimum
393,913,2024-01-07,231.31,Partial
394,1935,2023-10-29,1076.23,Partial
395,2136,2023-09-20,1499.19,Minimum
396,3143,2024-09-29,385.95,Full
397,2971,2022-02-17,850.63,Partial
398,813,2024-10-11,1695.11,Full
399,3424,2023-01-11,397.06,Full
400,548,2022-02-17,1478.32,Minimum
401,1753,2022-12-11,1487.57,Full
402,2820,2022-01-13,218.71,Full
403,282,2024-06-23,509.11,Minimum
404,4206,2024-12-25,124.88,Minimum
405,2372,2024-01-22,1875.01,Minimum
406,2256,2023-05-06,1369.24,Minimum
407,1413,2023-12-24,1919.49,Partial
408,2462,2022-01-15,1077.61,Full
409,2144,2024-04-08,1279.19,Minimum
410,4944,2024-06-17,938.77,Full
411,271,2024-03-17,1223.76,Minimum
412,840,2022-08-28,1647.11,Minimum
413,2501,2023-01-16,1315.29,Partial
414,3588,2024-11-03,1921.85,Full
415,2207,2022-10-08,1663.66,Full
416,2231,2024-04-25,937.4,Full
417,4011,2022-08-05,452.98,Partial
418,2279,2024-09-22,1618.72,Partial
419,3713,2023-07-15,1895.23,Partial
420,2104,2024-06-13,1180.06,Full
421,3173,2023-02-12,267.69,Minimum
422,3796,2023-04-18,1486.43,Minimum
423,4707,2024-10-29,1948.8,Partial
424,1646,2022-04-24,346.08,Minimum
425,2000,2024-05-26,1539.39,Full
426,2371,2022-10-03,537.74,Minimum
427,1079,2023-08-09,239.87,Partial
428,4082,2022-04-02,1549.98,Full
429,4576,2023-04-28,1081.31,Full
430,1930,2024-04-17,1242.42,Minimum
431,3711,2023-07-24,37.53,Full
432,2925,2022-06-29,967.48,Minimum
433,1972,2024-10-27,1399.43,Full
434,338,2022-02-02,1309.06,Partial
435,73,2024-11-10,401.52,Full
436,3253,2022-11-15,560.14,Partial
437,687,2024-04-07,277.15,Partial
438,1303,2023-01-06,1652.71,Minimum
439,1214,2024-11-05,722.51,Full
440,4774,2022-04-07,329.95,Minimum
441,2408,2022-02-16,487.19,Minimum
442,2000,2024-07-23,354.72,Full
443,4831,2024-01-06,1499.92,Partial
444,508,2022-04-15,1537.39,Minimum
445,2737,2023-11-25,962.93,Minimum
446,2758,2024-11-17,1095.95,Full
447,630,2023-06-25,244.47,Full
448,568,2023-09-07,1978.01,Partial
449,4271,2023-08-04,1533.08,Full
450,2726,2024-03-14,1336.42,Full
451,1429,2024-02-14,814.42,Partial
452,3157,2022-01-18,895.62,Full
453,1669,2022-01-28,542.93,Minimum
454,1070,2023-12-14,609.25,Minimum
455,154,2022-06-11,1625.44,Minimum
456,303,2022-02-18,802.74,Full
457,4544,2024-11-09,859.78,Partial
458,673,2023-01-26,452.23,Minimum
459,4393,2022-03-06,1702.06,Minimum
460,175,2022-08-26,950.16,Partial
461,4773,2024-01-02,1826.33,Minimum
462,153,2024-01-31,1491.44,Partial
463,2826,2022-04-23,313.45,Minimum
464,3370,2022-04-25,1502.89,Minimum
465,546,2023-05-28,1950.47,Full
466,3628,2022-03-13,1192.15,Full
467,113,2023-09-05,291.2,Partial
468,355,2024-05-11,722.81,Full
469,2569,2024-10-25,298.5,Minimum
470,2860,2022-07-22,1572.81,Minimum
471,284,2024-05-20,618.47,Partial
472,3106,2023-11-26,1269.61,Partial
473,1834,2022-05-04,1322.34,Full
474,2911,2023-07-22,1813.75,Full
475,3494,2022-07-21,424.15,Partial
476,4209,2022-05-04,1266.46,Partial
477,4520,2022-04-05,1538.43,Minimum
478,3314,2022-04-28,677.05,Partial
479,4223,2022-01-20,209.54,Full
480,3406,2023-03-29,402.73,Partial
481,2424,2022-07-01,1806.48,Partial
482,2827,2023-11-07,1918.69,Partial
483,3365,2022-01-06,1211.01,Partial
484,3464,2024-06-04,1101.55,Partial
485,217,2024-12-13,1779.57,Full
486,4421,2022-08-15,1619.63,Full
487,1723,2024-11-05,1311.63,Full
488,1308,2023-09-23,1868.27,Minimum
489,2914,2023-09-30,1912.0,Full
490,4470,2023-12-15,1480.34,Full
491,1572,2023-10-05,1869.3,Full
492,4852,2023-01-03,779.06,Partial
493,3793,2023-08-12,1929.25,Partial
494,3378,2022-01-07,328.59,Minimum
495,396,2024-05-04,1654.76,Partial
496,2696,2023-01-29,108.52,Partial
497,4328,2024-03-02,1607.78,Minimum
498,422,2024-04-03,734.11,Full
499,1853,2024-05-31,942.39,Minimum
500,1016,2023-04-22,401.0,Minimum
501,2767,2024-10-18,1109.72,Partial
502,1292,2023-04-25,470.61,Full
503,1880,2023-12-31,1624.83,Partial
504,2204,2023-12-23,1568.57,Full
505,260,2024-09-02,1351.91,Full
506,2175,2022-11-01,421.26,Partial
507,1995,2023-09-03,321.62,Minimum
508,4335,2023-11-14,487.55,Minimum
509,1252,2024-05-21,671.29,Partial
510,4327,2024-05-01,715.46,Minimum
511,1969,2022-09-24,420.44,Minimum
512,4314,2023-10-10,1700.03,Full
513,2782,2024-08-08,561.45,Full
514,838,2023-08-15,176.66,Partial
515,4871,2024-01-22,273.77,Full
516,1227,2022-08-23,1072.92,Full
517,3147,2022-07-02,89.57,Partial
518,3463,2024-10-27,1149.95,Partial
519,2266,2024-02-04,1156.03,Partial
520,3611,2022-04-14,1433.52,Partial
521,2396,2024-10-10,745.02,Full
522,1537,2024-02-04,1024.64,Partial
523,1143,2023-08-11,85.64,Minimum
524,4585,2022-06-10,1574.12,Full
525,950,2024-01-13,909.66,Minimum
526,2183,2022-11-25,863.63,Partial
527,3688,2023-11-17,1108.89,Partial
528,3820,2023-03-14,1235.32,Full
529,2175,2023-04-06,1655.91,Full
530,4308,2023-11-27,1819.09,Partial
531,1458,2022-08-28,1780.78,Partial
532,3764,2024-02-08,911.07,Partial
533,746,2024-09-05,1530.56,Partial
534,4304,2022-09-22,1196.28,Minimum
535,3448,2023-11-21,1649.09,Partial
536,3515,2024-12-25,316.14,Minimum
537,3789,2024-07-14,191.51,Partial
538,4037,2023-10-17,1783.16,Full
539,1605,2024-08-16,1864.22,Minimum
540,1259,2022-07-19,859.37,Full
541,4708,2024-04-02,324.36,Minimum
542,3686,2024-04-20,1663.07,Full
543,1590,2022-12-13,1478.92,Minimum
544,3145,2022-04-02,1713.98,Partial
545,245,2022-06-26,1153.87,Minimum
546,1147,2024-02-11,1949.45,Minimum
547,1039,2023-07-27,1154.61,Full
548,2824,2024-11-23,430.79,Minimum
549,1331,2024-02-19,915.61,Partial
550,4980,2023-02-25,818.41,Partial
551,4930,2024-08-12,708.8,Partial
552,631,2022-12-07,1378.55,Full
553,2362,2022-07-24,1511.38,Full
554,1030,2023-07-29,1157.86,Minimum
555,4100,2022-09-18,1671.69,Minimum
556,3539,2024-01-23,1678.32,Full
557,1406,2023-04-27,1367.09,Full
558,3865,2024-09-03,728.16,Full
559,3812,2022-11-18,1934.99,Partial
560,2946,2022-11-16,793.38,Minimum
561,1029,2023-08-13,243.0,Minimum
562,539,2024-07-20,1329.66,Partial
563,2124,2023-03-26,1537.66,Minimum
564,2772,2023-02-08,1869.74,Partial
565,2492,2022-05-23,295.67,Full
566,1935,2024-01-22,265.49,Partial
567,2084,2022-11-29,1428.74,Partial
568,4942,2022-08-04,1321.22,Minimum
569,3623,2022-03-22,819.86,Full
570,1448,2024-12-09,1140.9,Full
571,5,2024-01-28,203.16,Partial
572,4446,2022-08-25,905.52,Full
573,4463,2024-09-11,1396.48,Minimum
574,4346,2022-12-08,1381.98,Partial
575,4067,2022-04-25,796.65,Full
576,4590,2023-04-24,1623.45,Full
577,1518,2023-12-28,1251.51,Minimum
578,4335,2022-05-20,1559.82,Minimum
579,4516,2022-06-18,1616.22,Full
580,290,2024-10-20,954.52,Minimum
581,2167,2022-11-14,738.15,Full
582,4051,2022-07-31,1112.09,Minimum
583,1216,2023-07-28,803.56,Minimum
584,1600,2022-09-07,541.93,Full
585,3926,2023-08-17,1522.33,Full
586,2549,2022-11-09,1081.98,Minimum
587,4745,2023-05-18,391.96,Partial
588,4186,2023-06-13,166.29,Minimum
589,2792,2022-08-02,919.03,Full
590,4876,2022-06-17,1600.38,Full
591,594,2024-05-24,368.84,Full
592,2989,2022-07-19,1016.62,Partial
593,2727,2023-05-23,1260.05,Full
594,4745,2024-11-23,1696.62,Minimum
595,4411,2023-11-07,131.6,Partial
596,1126,2024-07-23,720.24,Minimum
597,4197,2022-04-12,1551.93,Partial
598,2747,2022-03-06,1648.07,Partial
599,174,2023-12-20,1245.95,Full
600,2282,2022-11-20,1050.99,Partial
601,4545,2024-11-26,1011.44,Partial
602,4436,2024-07-18,1871.4,Full
603,621,2022-10-09,1850.58,Minimum
604,3409,2024-11-07,1818.47,Minimum
605,66,2024-08-20,1796.0,Partial
606,4298,2022-07-21,1660.1,Full
607,1933,2024-08-02,791.74,Minimum
608,2390,2022-01-19,1197.29,Minimum
609,4843,2024-12-22,1221.93,Partial
610,172,2022-11-04,1667.42,Full
611,1461,2023-04-02,866.12,Partial
612,1953,2024-08-07,1977.9,Partial
613,2650,2024-02-17,146.4,Full
614,3438,2024-12-18,155.49,Minimum
615,4516,2023-04-23,100.62,Minimum
616,1244,2024-05-02,1287.58,Full
617,2862,2024-05-25,443.11,Partial
618,2808,2024-10-30,970.04,Full
619,4815,2024-01-16,513.07,Minimum
620,2851,2022-09-21,170.41,Full
621,3653,2022-11-12,130.9,Minimum
622,1234,2022-12-12,1326.42,Partial
623,4872,2024-05-20,1036.76,Partial
624,2682,2024-12-27,1691.3,Partial
625,1127,2022-06-27,326.43,Minimum
626,3475,2022-11-07,1571.63,Partial
627,4299,2024-07-26,1538.24,Partial
628,2814,2023-10-17,27.44,Full
629,406,2022-08-11,1936.13,Minimum
630,3826,2023-09-01,926.11,Minimum
631,1696,2022-08-19,1360.51,Partial
632,2126,2024-03-15,1462.06,Full
633,3487,2023-08-16,1020.03,Minimum
634,2642,2023-12-06,163.59,Full
635,533,2022-10-18,392.24,Partial
636,2324,2024-05-23,1274.97,Minimum
637,3878,2024-03-10,934.64,Minimum
638,2986,2022-07-31,219.06,Minimum
639,3880,2022-10-06,1197.81,Partial
640,2765,2023-07-12,951.52,Full
641,2941,2024-04-16,1620.35,Partial
642,3980,2024-10-12,612.84,Full
643,810,2022-05-01,1500.25,Full
644,614,2024-10-31,1682.72,Full
645,497,2024-01-01,22.87,Partial
646,4328,2024-09-25,59.55,Partial
647,346,2024-10-01,1150.34,Partial
648,261,2023-11-07,278.8,Full
649,4822,2023-09-20,1024.51,Partial
650,2282,2022-11-25,1140.91,Full
651,1693,2023-09-03,84.09,Minimum
652,2268,2024-06-28,826.56,Minimum
653,1453,2022-04-16,1417.28,Partial
654,4726,2023-04-17,365.33,Partial
655,3716,2024-05-27,1487.81,Minimum
656,4264,2024-08-18,1337.43,Full
657,2964,2024-02-23,348.43,Minimum
658,3149,2022-07-10,1936.34,Partial
659,729,2022-08-08,1028.52,Partial
660,1370,2024-10-02,202.17,Minimum
661,930,2022-01-13,677.0,Full
662,3086,2023-04-17,1124.26,Full
663,3319,2022-07-15,487.39,Full
664,1395,2022-04-26,1200.02,Minimum
665,4950,2024-11-29,1346.12,Full
666,3967,2023-09-19,365.62,Partial
667,1279,2024-03-14,638.24,Full
668,2679,2023-09-26,625.05,Partial
669,4131,2023-06-04,123.51,Full
670,2596,2023-10-02,1926.6,Minimum
671,1187,2024-05-31,897.74,Full
672,643,2024-09-15,1162.69,Minimum
673,1961,2022-11-10,362.46,Partial
674,1021,2023-07-15,93.04,Minimum
675,320,2022-04-14,1232.06,Partial
676,2329,2022-11-27,1525.15,Full
677,2628,2024-09-06,1257.45,Full
678,2712,2022-08-23,1097.27,Full
679,1459,2022-06-19,1644.28,Partial
680,661,2022-09-03,851.24,Full
681,4340,2024-11-19,353.58,Full
682,96,2023-09-16,192.36,Minimum
683,4376,2022-11-01,1613.6,Minimum
684,2942,2024-02-12,1928.67,Partial
685,4857,2023-09-27,1084.27,Minimum
686,2496,2023-08-04,877.24,Partial
