customer_id,month,total_spend,transaction_count,avg_transaction_value,utilization_rate
7,2022-02-01,527.46,18,29.303333333333335,0.78
7,2022-03-01,1574.17,15,104.94466666666668,0.41
7,2022-04-01,1858.07,10,185.807,0.62
7,2022-05-01,1454.14,8,181.7675,0.36
7,2022-06-01,204.77,13,15.751538461538463,0.34
7,2022-07-01,1624.41,2,812.205,0.57
7,2022-08-01,668.15,5,133.63,0.87
7,2022-09-01,1237.02,2,618.51,0.36
7,2022-10-01,563.53,11,51.23,0.77
7,2022-11-01,1509.76,15,100.65066666666667,0.53
7,2022-12-01,608.84,3,202.9466666666667,0.37
7,2023-01-01,1376.22,8,172.0275,0.34
7,2023-02-01,1458.79,2,729.395,0.58
7,2023-03-01,668.21,4,167.0525,0.66
7,2023-04-01,1462.91,5,292.582,0.42
7,2023-05-01,1241.1,16,77.56875,0.28
7,2023-06-01,728.72,5,145.744,0.76
7,2023-07-01,341.4,5,68.28,0.19
7,2023-08-01,684.22,8,85.5275,0.69
7,2023-09-01,773.89,2,386.945,0.13
7,2023-10-01,317.62,17,18.683529411764706,0.54
7,2023-11-01,360.93,17,21.231176470588235,0.43
7,2023-12-01,149.63,10,14.963,0.12
7,2024-01-01,1017.76,16,63.61,0.41
7,2024-02-01,159.64,11,14.512727272727272,0.84
7,2024-03-01,71.27,8,8.90875,0.84
7,2024-04-01,1168.64,12,97.38666666666667,0.23
7,2024-05-01,258.1,3,86.03333333333335,0.38
7,2024-06-01,1853.63,16,115.851875,0.86
7,2024-07-01,898.35,14,64.16785714285714,0.48
7,2024-08-01,1787.26,3,595.7533333333333,0.5
7,2024-09-01,778.25,10,77.825,0.25
7,2024-10-01,1902.61,2,951.305,0.41
7,2024-11-01,361.22,4,90.305,0.85
7,2024-12-01,532.08,7,76.01142857142858,0.87
7,2025-01-01,501.58,2,250.79,0.28
8,2022-01-01,858.5,1,858.5,0.22
8,2022-02-01,699.12,8,87.39,0.3
8,2022-03-01,170.75,4,42.6875,0.77
8,2022-04-01,1117.33,9,124.14777777777778,0.84
8,2022-05-01,1590.62,3,530.2066666666666,0.89
8,2022-06-01,1441.85,11,131.0772727272727,0.17
8,2022-07-01,324.06,4,81.015,0.14
8,2022-08-01,382.57,3,127.52333333333333,0.79
8,2022-09-01,1126.02,14,80.42999999999999,0.69
8,2022-10-01,81.69,10,8.169,0.82
8,2022-11-01,1701.89,18,94.54944444444445,0.34
8,2022-12-01,316.57,19,16.661578947368422,0.32
8,2023-01-01,1501.33,14,107.23785714285714,0.64
8,2023-02-01,1795.0,17,105.58823529411765,0.54
8,2023-03-01,1899.71,4,474.9275,0.7
8,2023-04-01,290.24,8,36.28,0.8
8,2023-05-01,538.88,18,29.93777777777778,0.85
8,2023-06-01,1927.97,2,963.985,0.54
8,2023-07-01,454.4,16,28.4,0.7
8,2023-08-01,1690.68,9,187.85333333333335,0.63
8,2023-09-01,530.7,17,31.21764705882353,0.78
8,2023-10-01,1251.49,17,73.61705882352942,0.75
8,2023-11-01,320.4,7,45.771428571428565,0.3
8,2023-12-01,1234.45,8,154.30625,0.44
8,2024-01-01,1026.98,12,85.58166666666666,0.85
8,2024-02-01,1983.98,4,495.995,0.23
8,2024-03-01,723.88,13,55.683076923076925,0.26
8,2024-04-01,975.96,17,57.40941176470589,0.46
8,2024-05-01,492.59,17,28.975882352941174,0.69
8,2024-06-01,70.28,9,7.808888888888889,0.5
8,2024-07-01,1192.56,17,70.15058823529411,0.62
8,2024-08-01,1310.66,2,655.33,0.7
8,2024-09-01,1428.61,18,79.36722222222221,0.74
8,2024-10-01,77.05,9,8.56111111111111,0.53
8,2024-11-01,1011.56,8,126.445,0.53
8,2024-12-01,849.11,5,169.822,0.5
8,2025-01-01,109.51,6,18.25166666666667,0.18
9,2022-01-01,791.68,6,131.94666666666666,0.64
9,2022-02-01,1293.38,19,68.07263157894738,0.73
9,2022-03-01,617.44,6,102.90666666666668,0.89
9,2022-04-01,1165.98,16,72.87375,0.64
9,2022-05-01,1000.75,6,166.79166666666666,0.52
9,2022-06-01,1256.33,8,157.04125,0.13
9,2022-07-01,172.38,14,12.312857142857142,0.73
9,2022-08-01,1336.16,8,167.02,0.36
9,2022-09-01,446.28,9,49.586666666666666,0.78
9,2022-10-01,540.38,13,41.567692307692305,0.6
9,2022-11-01,1051.55,12,87.62916666666666,0.51
9,2022-12-01,241.43,14,17.245,0.6
9,2023-01-01,688.96,12,57.413333333333334,0.19
9,2023-02-01,1200.97,12,100.08083333333333,0.46
9,2023-03-01,228.1,19,12.005263157894737,0.65
9,2023-04-01,1054.7,7,150.67142857142858,0.18
9,2023-05-01,514.59,16,32.161875,0.75
9,2023-06-01,387.77,14,27.697857142857142,0.37
9,2023-07-01,716.62,19,37.71684210526316,0.25
9,2023-08-01,953.64,6,158.94,0.87
9,2023-09-01,1741.11,14,124.365,0.33
9,2023-10-01,985.4,16,61.5875,0.68
9,2023-11-01,1128.84,10,112.88399999999999,0.46
9,2023-12-01,1167.63,1,1167.63,0.59
9,2024-01-01,1545.03,14,110.35928571428572,0.64
9,2024-02-01,1987.45,9,220.82777777777778,0.88
9,2024-03-01,1712.51,12,142.70916666666668,0.11
9,2024-04-01,237.16,19,12.482105263157894,0.5
9,2024-05-01,1001.66,12,83.47166666666666,0.17
9,2024-06-01,362.59,12,30.215833333333332,0.19
9,2024-07-01,1769.31,14,126.37928571428571,0.38
9,2024-08-01,1082.63,13,83.27923076923078,0.24
9,2024-09-01,1632.39,16,102.024375,0.69
9,2024-10-01,214.81,10,21.481,0.6
9,2024-11-01,279.94,19,14.733684210526315,0.63
9,2024-12-01,1513.54,5,302.70799999999997,0.89
9,2025-01-01,1828.65,16,114.290625,0.17
10,2022-01-01,1101.41,8,137.67625,0.42
10,2022-02-01,58.09,9,6.454444444444444,0.48
10,2022-03-01,575.01,17,33.82411764705882,0.52
10,2022-04-01,889.58,2,444.79,0.81
10,2022-05-01,1473.01,4,368.2525,0.3
10,2022-06-01,1588.79,16,99.299375,0.13
10,2022-07-01,610.59,18,33.92166666666667,0.26
10,2022-08-01,1805.82,9,200.64666666666665,0.89
10,2022-09-01,1279.41,3,426.47,0.29
10,2022-10-01,566.16,13,43.55076923076923,0.77
10,2022-11-01,1623.16,1,1623.16,0.7
10,2022-12-01,1471.12,10,147.112,0.3
10,2023-01-01,1301.24,11,118.29454545454546,0.4
10,2023-02-01,351.82,13,27.063076923076924,0.64
10,2023-03-01,169.04,9,18.78222222222222,0.46
10,2023-04-01,808.0,2,404.0,0.47
10,2023-05-01,1882.06,14,134.43285714285713,0.19
10,2023-06-01,1885.83,1,1885.83,0.73
10,2023-07-01,1520.8,8,190.1,0.29
10,2023-08-01,1651.71,1,1651.71,0.89
10,2023-09-01,1114.4,14,79.60000000000001,0.55
10,2023-10-01,1591.59,9,176.84333333333333,0.23
10,2023-11-01,766.04,17,45.06117647058824,0.81
10,2023-12-01,1624.95,5,324.99,0.67
10,2024-01-01,952.33,19,50.12263157894737,0.11
10,2024-02-01,1006.09,14,71.86357142857143,0.74
10,2024-03-01,686.08,8,85.76,0.75
10,2024-04-01,52.52,18,2.917777777777778,0.18
10,2024-05-01,1294.49,2,647.245,0.17
10,2024-06-01,1618.93,11,147.17545454545456,0.15
10,2024-07-01,1424.15,4,356.0375,0.84
10,2024-08-01,625.14,4,156.285,0.14
10,2024-09-01,1590.1,6,265.01666666666665,0.19
10,2024-10-01,810.34,9,90.03777777777778,0.38
10,2024-11-01,572.04,16,35.7525,0.68
10,2024-12-01,639.64,16,39.9775,0.71
10,2025-01-01,1717.76,4,429.44,0.19
11,2022-01-01,1821.45,17,107.14411764705882,0.6
11,2022-02-01,908.54,11,82.59454545454545,0.38
11,2022-03-01,1443.64,3,481.21333333333337,0.65
11,2022-04-01,290.46,4,72.615,0.3
11,2022-05-01,1295.25,14,92.51785714285714,0.71
11,2022-06-01,181.79,19,9.567894736842105,0.48
11,2022-07-01,359.86,3,119.95333333333333,0.74
11,2022-08-01,1735.24,11,157.7490909090909,0.64
11,2022-09-01,1549.91,12,129.15916666666666,0.19
11,2022-10-01,152.56,13,11.735384615384616,0.25
11,2022-11-01,1812.7,7,258.95714285714286,0.9
11,2022-12-01,1747.85,16,109.240625,0.44
11,2023-01-01,1565.52,18,86.97333333333333,0.51
11,2023-02-01,1575.23,10,157.523,0.23
11,2023-03-01,1897.31,4,474.3275,0.41
11,2023-04-01,1869.55,4,467.3875,0.68
11,2023-05-01,1038.67,19,54.666842105263164,0.28
11,2023-06-01,741.7,1,741.7,0.21
11,2023-07-01,1045.18,2,522.59,0.44
11,2023-08-01,270.16,4,67.54,0.26
11,2023-09-01,1264.33,16,79.020625,0.22
11,2023-10-01,553.53,12,46.1275,0.74
11,2023-11-01,625.98,9,69.55333333333334,0.46
11,2023-12-01,539.45,15,35.96333333333334,0.26
11,2024-01-01,462.14,11,42.01272727272727,0.49
11,2024-02-01,1507.72,19,79.35368421052631,0.59
11,2024-03-01,136.95,7,19.564285714285713,0.55
11,2024-04-01,643.79,12,53.649166666666666,0.81
11,2024-05-01,1057.55,10,105.755,0.6
11,2024-06-01,1706.57,12,142.21416666666667,0.25
11,2024-07-01,1822.48,2,911.24,0.77
11,2024-08-01,1687.11,7,241.01571428571427,0.7
11,2024-09-01,79.56,17,4.68,0.64
11,2024-10-01,478.39,11,43.49,0.64
11,2024-11-01,1125.74,3,375.24666666666667,0.34
11,2024-12-01,1895.53,4,473.8825,0.87
11,2025-01-01,569.76,7,81.39428571428572,0.71
12,2022-01-01,1485.45,19,78.18157894736842,0.42
12,2022-02-01,251.55,15,16.77,0.8
12,2022-03-01,148.97,2,74.485,0.9
12,2022-04-01,1691.45,17,99.49705882352941,0.63
12,2022-05-01,370.19,12,30.849166666666665,0.49
12,2022-06-01,966.15,1,966.15,0.3
12,2022-07-01,1160.55,18,64.475,0.79
12,2022-08-01,926.17,8,115.77125,0.1
12,2022-09-01,261.61,5,52.322,0.49
12,2022-10-01,1310.28,5,262.056,0.88
12,2022-11-01,129.37,4,32.3425,0.39
12,2022-12-01,1875.91,19,98.7321052631579,0.2
12,2023-01-01,667.79,9,74.19888888888889,0.17
12,2023-02-01,1027.59,17,60.446470588235286,0.59
12,2023-03-01,961.9,18,53.43888888888889,0.71
12,2023-04-01,747.28,18,41.51555555555555,0.3
12,2023-05-01,284.93,9,31.65888888888889,0.8
12,2023-06-01,857.44,19,45.12842105263158,0.31
12,2023-07-01,1183.99,8,147.99875,0.15
12,2023-08-01,1308.59,2,654.295,0.31
12,2023-09-01,1438.03,12,119.83583333333333,0.83
12,2023-10-01,397.36,3,132.45333333333335,0.6
12,2023-11-01,1456.83,3,485.60999999999996,0.89
12,2023-12-01,813.65,4,203.4125,0.83
12,2024-01-01,818.01,16,51.125625,0.64
12,2024-02-01,1567.31,16,97.956875,0.74
12,2024-03-01,110.95,1,110.95,0.51
12,2024-04-01,1697.43,6,282.90500000000003,0.75
12,2024-05-01,620.59,6,103.43166666666667,0.43
12,2024-06-01,1856.18,2,928.09,0.87
12,2024-07-01,1823.81,11,165.80090909090907,0.26
12,2024-08-01,1220.51,16,76.281875,0.56
12,2024-09-01,234.62,9,26.06888888888889,0.52
12,2024-10-01,196.39,19,10.336315789473684,0.14
12,2024-11-01,1388.22,11,126.20181818181818,0.7
12,2024-12-01,1902.78,15,126.852,0.26
12,2025-01-01,676.6,15,45.10666666666667,0.48
13,2022-01-01,1953.09,15,130.206,0.59
13,2022-02-01,240.19,2,120.095,0.32
13,2022-03-01,424.11,2,212.055,0.21
13,2022-04-01,1192.3,9,132.47777777777776,0.7
13,2022-05-01,972.71,14,69.47928571428572,0.77
13,2022-06-01,73.07,2,36.535,0.18
13,2022-07-01,1508.87,5,301.774,0.4
13,2022-08-01,687.45,9,76.38333333333334,0.24
13,2022-09-01,397.14,17,23.361176470588234,0.58
13,2022-10-01,1370.58,11,124.59818181818181,0.85
13,2022-11-01,1529.74,6,254.95666666666668,0.24
13,2022-12-01,1829.15,18,101.61944444444445,0.85
13,2023-01-01,372.85,12,31.070833333333336,0.71
13,2023-02-01,53.95,3,17.983333333333334,0.16
13,2023-03-01,1929.07,17,113.47470588235294,0.2
13,2023-04-01,1415.19,19,74.48368421052632,0.9
13,2023-05-01,71.06,7,10.151428571428571,0.52
13,2023-06-01,1442.03,14,103.00214285714286,0.53
13,2023-07-01,1295.89,14,92.56357142857144,0.73
13,2023-08-01,362.0,15,24.133333333333333,0.39
13,2023-09-01,1602.55,5,320.51,0.56
13,2023-10-01,993.72,7,141.96,0.19
13,2023-11-01,489.33,4,122.3325,0.22
13,2023-12-01,1620.96,16,101.31,0.12
13,2024-01-01,365.82,18,20.323333333333334,0.5
13,2024-02-01,1905.52,13,146.57846153846154,0.69
13,2024-03-01,1292.58,3,430.85999999999996,0.79
13,2024-04-01,1045.76,8,130.72,0.56
13,2024-05-01,578.77,15,38.584666666666664,0.76
13,2024-06-01,645.48,11,58.68,0.61
13,2024-07-01,1897.85,3,632.6166666666667,0.59
13,2024-08-01,1161.11,5,232.22199999999998,0.64
13,2024-09-01,911.23,3,303.74333333333334,0.82
13,2024-10-01,1849.94,6,308.3233333333333,0.25
13,2024-11-01,1049.6,3,349.8666666666666,0.4
13,2024-12-01,700.93,19,36.891052631578944,0.61
13,2025-01-01,367.44,5,73.488,0.16
14,2022-01-01,1352.6,7,193.22857142857143,0.7
14,2022-02-01,1854.37,8,231.79625,0.43
14,2022-03-01,1831.54,8,228.9425,0.29
14,2022-04-01,1266.57,1,1266.57,0.77
14,2022-05-01,943.47,10,94.34700000000001,0.16
14,2022-06-01,349.47,14,24.962142857142858,0.89
14,2022-07-01,1173.52,10,117.352,0.4
14,2022-08-01,1332.84,4,333.21,0.28
14,2022-09-01,686.55,3,228.85,0.14
14,2022-10-01,1843.19,17,108.42294117647059,0.58
14,2022-11-01,500.54,14,35.752857142857145,0.63
14,2022-12-01,86.81,18,4.822777777777778,0.67
14,2023-01-01,1360.07,10,136.007,0.25
14,2023-02-01,1940.78,13,149.29076923076923,0.19
14,2023-03-01,887.76,5,177.552,0.61
14,2023-04-01,915.55,13,70.42692307692307,0.68
14,2023-05-01,1642.86,19,86.46631578947368,0.71
14,2023-06-01,1706.19,12,142.1825,0.16
14,2023-07-01,229.37,4,57.3425,0.34
14,2023-08-01,1611.91,14,115.13642857142858,0.15
14,2023-09-01,1387.54,16,86.72125,0.74
14,2023-10-01,724.64,4,181.16,0.17
14,2023-11-01,289.27,17,17.015882352941176,0.34
14,2023-12-01,1133.5,4,283.375,0.8
14,2024-01-01,1749.49,9,194.38777777777779,0.5
14,2024-02-01,400.85,14,28.63214285714286,0.25
14,2024-03-01,157.09,1,157.09,0.26
14,2024-04-01,510.31,15,34.02066666666666,0.35
14,2024-05-01,534.55,11,48.595454545454544,0.4
14,2024-06-01,531.02,15,35.40133333333333,0.29
14,2024-07-01,1978.03,18,109.89055555555555,0.71
14,2024-08-01,1058.63,12,88.21916666666668,0.71
14,2024-09-01,688.6,7,98.37142857142858,0.65
14,2024-10-01,358.89,3,119.63,0.39
14,2024-11-01,1080.76,12,90.06333333333333,0.72
14,2024-12-01,728.96,16,45.56,0.57
14,2025-01-01,360.2,8,45.025,0.85
15,2022-01-01,338.35,2,169.175,0.87
15,2022-02-01,1367.7,4,341.925,0.44
15,2022-03-01,64.33,9,7.147777777777778,0.7
15,2022-04-01,1219.93,17,71.76058823529412,0.88
15,2022-05-01,1470.25,7,210.03571428571428,0.24
15,2022-06-01,489.5,11,44.5,0.42
15,2022-07-01,372.15,5,74.42999999999999,0.73
15,2022-08-01,942.89,5,188.578,0.4
15,2022-09-01,777.37,6,129.56166666666667,0.31
15,2022-10-01,1846.77,9,205.19666666666666,0.77
15,2022-11-01,1571.81,13,120.90846153846154,0.33
15,2022-12-01,1970.95,2,985.475,0.67
15,2023-01-01,753.22,4,188.305,0.69
15,2023-02-01,1411.27,5,282.254,0.55
15,2023-03-01,1907.84,18,105.99111111111111,0.67
15,2023-04-01,1124.65,10,112.465,0.19
15,2023-05-01,872.58,5,174.51600000000002,0.16
15,2023-06-01,1002.27,11,91.11545454545454,0.67
15,2023-07-01,983.27,3,327.75666666666666,0.71
